Gene_ID	CDS_length	chr	testis_TR.R1	testis_TR.R2	testis_TR.R3	testis_RP.R1	testis_RP.R2	testis_RP.R3	spermatocytes_TR.R1	spermatocytes_TR.R2	spermatocytes_RP.R1	spermatocytes_RP.R2	roundSpermatids_TR.R1	roundSpermatids_TR.R2	roundSpermatids_RP.R1	roundSpermatids_RP.R2	elongatingSpermatids_TR.R1	elongatingSpermatids_TR.R2	elongatingSpermatids_RP.R1	elongatingSpermatids_RP.R2	spermatozoa_TR.R1	spermatozoa_TR.R2	spermatozoa_RP.R1	spermatozoa_RP.R2
ENSMUSG00000014769	723	17	153.2616	137.2848	128.4081	293.9732	274.6929	247.7528	159.6293	170.3541	460.2698	490.2706	45.4874	49.4125	160.5554	165.8283	28.3361	12.1724	52.3123	19.2904	954.7404	619.0684	481.6374	508.3649
ENSMUSG00000014771	1032	17	20.8941	16.2316	14.5402	24.7855	19.7787	18.3009	13.1509	14.5372	7.6052	7.5489	2.6783	3.3851	1.7337	2.8543	4.0711	1.7824	3.6747	1.3822	71.5734	49.0204	33.1631	27.8535
ENSMUSG00000014773	2169	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000014776	663	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000014778	2313	8	5.452	4.9926	4.3041	7.3779	6.581	6.2327	7.0678	5.956	15.6533	14.6192	4.0344	4.3282	9.5533	11.5267	1.0003	0.9935	1.3096	0.6174	1.9637	2.7272	2.2814	2.8895
ENSMUSG00000014782	3654	8	8.7931	9.1375	9.5888	9.1659	9.3524	8.7253	16.2586	18.0753	26.1601	26.82	1.2372	1.8219	3.2992	4.0822	0.9127	0.691	1.3066	0.6651	0	0.1038	0	0.036
ENSMUSG00000014786	2697	8	9.1372	9.5165	7.6445	4.5891	5.3056	4.6653	24.1583	24.1092	18.2969	12.1943	5.2546	5.56	3.4117	2.1844	2.0556	1.1769	0.4018	0.9206	0.2676	0.2579	0	0
ENSMUSG00000014791	2163	8	3.0129	1.8661	0.8019	2.6412	3.9517	1.9408	0.1221	0.3436	0.1375	0.2078	0.2199	0.3095	0.4	0.2942	2.0335	2.3707	4.6101	7.6888	16.1905	18.4068	8.6045	7.8173
ENSMUSG00000014813	744	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000014837	1482	8	61.8892	89.5022	104.3919	31.4147	47.7512	52.7958	24.5551	13.3959	6.0282	2.2699	105.4417	91.2886	64.869	51.2456	44.8863	31.8808	11.4073	7.1493	1.5423	3.0627	0.7008	0.6242
ENSMUSG00000014846	531	8	31.1809	16.789	24.0316	61.8732	12.1264	15.8134	6.3163	4.2035	2.6473	2.1673	24.6151	23.8953	16.1249	12.511	7.749	4.551	2.3594	1.6913	1.2083	0.3573	0.0727	0.9077
ENSMUSG00000014850	3288	13	21.3005	18.9623	19.3977	12.7755	13.8494	14.7806	37.6155	42.1222	34.149	35.5539	11.7334	10.8954	18.2418	17.7079	5.8883	4.5853	2.7187	1.671	22.8793	27.8678	9.9747	12.8736
ENSMUSG00000014852	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000014856	747	8	27.9483	20.0155	20.286	46.1272	32.4915	28.2124	18.4786	20.1883	42.4701	32.562	5.9682	5.2403	17.7087	12.9669	3.7339	1.451	5.9677	1.7205	253.8115	169.2358	126.7666	126.1665
ENSMUSG00000014859	1233	8	12.769	9.579	8.7861	15.4523	12.7316	13.3688	17.1222	11.6035	7.1018	4.4156	7.5041	7.8851	5.2514	4.5239	3.7587	3.4225	1.8399	2.8707	17.3668	18.7709	30.9958	21.9269
ENSMUSG00000014867	810	2	181.5376	151.2114	135.9128	320.8789	221.8598	175.9442	224.8479	217.9662	176.0405	147.6558	123.28	122.4287	98.9763	106.0802	38.5004	30.7248	39.2527	32.1542	448.3252	478.8002	575.6215	693.1404
ENSMUSG00000014873	774	2	11.7184	7.8499	7.7548	17.5412	14.2461	11.7834	12.4959	14.3717	11.6538	10.4083	2.0882	2.8103	3.0821	5.0203	1.6788	0.8854	2.8436	0.9556	28.0802	20.9154	16.0768	14.6627
ENSMUSG00000014905	669	12	67.3402	74.9469	69.8788	133.427	156.4536	156.8735	53.1261	45.8347	168.0543	156.9418	77.555	73.8451	109.9671	134.7147	127.6728	113.6498	34.0626	20.9264	24.0958	32.5161	46.8895	133.2233
ENSMUSG00000014907	1794	8	3.1241	3.8615	2.3257	11.8537	14.7324	13.624	3.0579	2.3864	4.9789	6.193	3.9824	3.4537	7.7647	5.2752	0.6277	0.583	1.5288	0.8245	0.9835	1.6214	4.0004	4.8117
ENSMUSG00000014932	1626	5	28.4957	18.9277	20.9329	20.4826	22.5182	25.8684	28.8298	30.4702	21.4331	18.9741	9.4503	8.8777	3.2748	1.696	16.0359	12.0449	2.6238	1.1047	15.0436	26.8346	15.3293	18.7023
ENSMUSG00000014956	984	5	105.5664	68.1513	65.0894	229.1484	196.2722	233.8687	74.828	63.2537	227.6498	217.5861	15.9017	13.8995	38.3129	48.4062	16.5065	10.2267	19.7173	8.8586	280.6983	312.5184	251.014	302.7648
ENSMUSG00000014959	1356	2	139.3289	155.1486	137.5966	119.0988	127.0954	116.6268	173.4262	169.4367	84.1212	84.4149	191.832	188.4326	72.1917	81.5769	75.4463	59.4753	49.0173	41.1415	110.5996	128.5245	97.3145	123.5378
ENSMUSG00000014980	507	1	6.2445	5.0399	4.3312	6.8797	5.2296	4.1787	1.7436	2.1652	3.7546	2.008	4.0195	3.0552	3.781	3.5849	1.3669	0.3557	1.2689	1.2504	14.8693	10.477	11.8721	6.3091
ENSMUSG00000015002	2541	15	97.8741	87.7111	100.2663	46.9075	45.1996	53.0561	88.5683	90.0452	24.814	23.6562	105.6065	109.0132	28.7009	16.6241	21.7332	16.2385	4.7172	3.3057	53.0245	71.5981	28.0765	32.6266
ENSMUSG00000015013	420	8	63.3597	108.9695	161.9063	68.4919	78.961	81.5084	100.5935	101.0614	111.9835	122.569	99.9984	97.1443	93.4129	85.9519	95.3916	94.0349	43.1314	52.5778	345.4308	176.6099	159.7576	160.2497
ENSMUSG00000015016	1752	8	11.3551	13.029	8.9965	10.9176	9.3924	10.6915	17.7931	16.7919	11.8848	10.5607	10.6157	10.3837	11.5007	10.7317	7.9852	7.7612	4.3098	3.0455	18.5393	23.7858	35.9306	19.8333
ENSMUSG00000015023	1437	8	6.014	1.6991	1.4093	9.6569	6.7654	6.2209	1.7731	0.8403	1.5692	1.1397	1.1247	0.6651	2.0158	2.0935	1.8989	1.0542	1.7201	0.6617	11.9434	17.8663	30.6903	23.6625
ENSMUSG00000015027	1563	8	2.7372	1.5985	2.0606	4.6072	3.1773	3.2399	1.6468	1.6154	1.1804	0.7646	1.3938	1.2441	2.0713	1.243	1.3856	1.6153	0.4983	0.4732	22.1665	20.0673	29.253	30.3336
ENSMUSG00000015053	1443	6	5.179	8.368	6.6777	1.1844	1.6982	1.1332	2.3263	1.2197	0.411	0.1553	13.9312	12.0842	6.5766	3.8484	4.3313	2.6577	1.7821	2.5024	12.8038	37.3871	109.1531	98.7065
ENSMUSG00000015083	507	2	33.8612	18.648	23.2774	10.839	5.3212	5.5152	31.5495	35.75	19.1873	22.6771	33.0014	33.9851	19.7955	27.2716	50.1406	46.0773	41.8665	53.7836	26.9966	22.4286	9.6936	10.2171
ENSMUSG00000015085	1488	2	1.7539	0.5724	0.6559	12.8042	5.3456	5.8341	0.2097	0.123	1.0431	0.2082	0.4408	0.1772	3.4354	1.9796	0.4366	0.0485	3.4361	0.5681	0.4851	1.1899	2.982	3.2687
ENSMUSG00000015087	2178	2	40.308	39.2372	35.333	24.7969	21.8545	19.2648	52.8347	57.2053	11.7116	9.0641	26.9624	29.6582	22.8836	15.2798	21.4377	17.7029	3.7467	3.0805	75.6703	67.9979	30.3112	39.7946
ENSMUSG00000015090	570	2	1031.5975	267.7773	200.0309	9133.4012	2123.1926	1749.7739	42.694	33.9592	169.2927	81.5388	4.2739	4.2786	79.144	65.7519	22.3404	6.8973	153.9745	44.2099	12.6631	20.9678	22.6768	59.27
ENSMUSG00000015092	447	2	152.8514	153.3272	143.557	164.6207	192.9169	139.4137	153.9615	161.3452	224.9834	202.7031	181.7854	201.5014	405.4981	459.6037	149.8996	124.1811	860.7442	1000.5677	298.1915	165.2349	468.6231	331.1369
ENSMUSG00000015093	714	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015094	563	2	4.7108	3.2399	2.6378	19.2219	7.4566	7.9398	2.3163	1.9779	4.1921	2.3483	0.6565	0.6928	1.5777	2.4467	0.4336	0.2527	0.949	0.8461	32.3528	35.3845	36.3056	37.1074
ENSMUSG00000015095	1722	2	195.704	141.3313	132.7222	48.2865	57.8741	57.4647	380.1791	382.6778	149.3034	158.831	163.6692	180.88	65.0608	78.9421	123.2985	87.3428	15.7699	9.6639	49.2282	52.0726	18.1158	14.9878
ENSMUSG00000015112	2028	6	10.8485	4.8368	4.9135	21.7904	13.7799	14.0569	0.7425	0.6486	1.0815	0.5884	0.7612	0.7789	1.0068	0.4937	3.4548	1.3497	5.685	2.185	63.9701	55.9194	45.585	48.9962
ENSMUSG00000015120	477	17	112.7428	105.7095	117.6483	119.042	178.4015	252.1914	115.499	134.5513	61.8257	90.9406	142.3613	154.0751	42.7773	27.4606	23.5179	11.7959	13.2743	8.4173	86.5886	57.4032	45.1364	85.7993
ENSMUSG00000015126	972	17	12.3684	14.0789	12.3753	16.3989	15.7605	17.0649	15.7014	16.5639	15.6975	13.8439	8.8202	8.307	7.7572	7.415	4.1441	2.783	4.9118	2.4458	54.539	39.0998	37.85	31.5113
ENSMUSG00000015127	2184	17	1.4735	1.1175	1.2305	1.7069	1.2424	1.4142	0.6076	0.6076	1.3328	0.8711	0.85	0.9526	1.9911	2.2356	0.6127	0.3993	0.2082	0.2924	4.2911	4.5502	2.3848	2.7487
ENSMUSG00000015133	5541	7	2.2021	0.6812	0.7932	4.6737	1.531	2.1697	0.1107	0.0283	0.2153	0.0857	0.145	0.0383	0.5605	0.3153	0.0503	0.0977	0.3276	0.0818	4.2521	9.8868	4.6364	5.1212
ENSMUSG00000015134	531	7	3.8919	1.6234	1.7439	10.9908	5.8247	5.2043	0.4223	0.1902	0.8944	0.1726	0.7762	0.5996	2.9063	3.7465	0.8443	0.3984	1.4741	0.6179	0	0.0822	0.0752	0.1708
ENSMUSG00000015143	2745	12	6.9788	4.4511	4.8908	19.2777	11.0124	12.5181	0.854	0.6146	1.1915	0.6939	2.9466	2.3251	10.3197	8.1412	0.7437	0.5251	1.1249	0.7099	20.8058	35.1942	55.1617	57.672
ENSMUSG00000015149	1170	7	40.4062	63.7718	44.4817	82.9284	113.0202	85.305	58.199	86.693	66.7817	64.9204	36.3774	53.7732	131.874	122.561	99.4717	100.1894	340.3377	339.4177	39.4143	40.9685	112.95	64.4166
ENSMUSG00000015165	1846	7	111.7088	89.9425	85.1594	304.878	286.9633	292.1386	175.6448	190.2109	728.9256	774.4032	15.303	18.9065	67.9826	67.0868	14.2656	7.7959	36.4648	21.292	212.7069	196.0805	196.0153	195.6157
ENSMUSG00000015176	2109	19	21.2597	17.1238	15.5142	50.505	47.0347	42.424	21.5615	21.809	62.3765	61.2643	12.4284	14.2516	39.0438	47.9633	4.4976	1.9325	10.6124	4.559	26.6951	24.2871	36.023	26.345
ENSMUSG00000015189	2394	6	8.6138	5.313	6.4718	5.5302	5.0102	5.9573	3.8228	3.1486	2.4466	1.8674	3.9529	3.6756	2.5267	1.5446	6.9655	7.3372	2.2771	2.4936	15.1421	21.6071	3.9245	8.4928
ENSMUSG00000015202	1668	10	7.5153	4.3915	5.3099	21.8781	18.8478	18.5101	0.717	0.3729	1.2817	0.2919	1.5728	1.1855	3.5499	1.5405	2.2072	1.8164	3.9382	2.2487	8.1738	9.7432	13.7636	14.3171
ENSMUSG00000015214	1863	X	14.4313	8.0513	9.8932	16.6255	14.3217	14.8978	1.604	0.7282	0.8451	0.2643	5.3957	3.886	1.865	1.2472	18.0363	14.5529	2.948	2.4443	43.7307	46.6564	20.6647	25.9858
ENSMUSG00000015217	603	X	6.0308	3.8609	4.896	24.3816	25.0561	18.4241	0.4312	0.182	2.7197	1.0277	0.6604	0.7105	3.3203	2.9102	3.4478	1.5552	11.0621	6.746	23.5412	18.2473	23.4834	42.2196
ENSMUSG00000015222	5049	1	48.9875	63.7888	63.1106	16.9667	23.5936	21.4187	17.1642	9.821	8.4308	2.7785	81.9335	77.3274	92.5739	86.5487	133.9701	103.8327	101.3605	193.0217	0.5208	2.7375	0	0.0948
ENSMUSG00000015224	1509	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015242	NA	4	93.4442	110.895	134.1302	38.5639	58.1508	71.016	34.6311	22.2793	34.5604	19.2167	197.5933	181.75	265.097	260.1276	26.5466	11.7803	24.8945	12.4263	0.7546	0.51	0.0778	0.0589
ENSMUSG00000015243	6786	4	83.473	15.7647	19.5381	187.4216	50.8863	60.9289	2.5632	0.9113	6.2922	2.0547	2.2264	1.0733	5.9573	4.2669	1.2255	0.6963	5.0496	2.3822	7.6465	17.3047	8.7392	13.192
ENSMUSG00000015247	744	4	17.5388	7.6321	6.7885	36.9004	18.6671	17.2244	2.6209	2.0165	3.7001	3.7482	1.6686	1.5947	2.2903	2.9483	2.2704	0.8726	4.7786	0.6391	235.101	199.3133	154.2856	135.1653
ENSMUSG00000015289	447	X	3.4456	2.7947	1.965	6.6285	2.7304	2.3698	0.349	0.4093	0.2621	0.198	0.1572	0.2212	0.8577	0.2804	0.5814	0.0807	0.8332	0	73.9199	52.6262	30.4704	27.9378
ENSMUSG00000015290	474	X	14.7123	15.0943	16.3176	46.5256	36.3146	32.8136	5.4851	3.3195	4.7574	2.2412	19.4706	19.6768	27.4106	30.0144	14.1635	15.7513	24.645	33.9936	290.5118	161.8262	347.1779	257.2707
ENSMUSG00000015291	1344	X	5.4752	2.704	2.5779	36.5007	25.8026	20.7616	0.2321	0.245	1.9175	2.2725	0.2266	0.2452	3.1695	4.057	0.4189	0.3489	4.0814	1.5723	71.8454	106.4289	264.5785	247.456
ENSMUSG00000015305	3693	10	6.8467	4.5051	4.2879	17.3359	10.4502	10.795	2.0628	1.4268	5.4242	6.2806	1.7316	1.7224	4.8678	5.21	0.9735	0.7716	1.5587	0.7153	10.88	17.6199	13.7965	12.3398
ENSMUSG00000015312	483	10	12.6666	5.9957	6.5166	29.8955	19.2567	19.2571	5.1676	5.6061	21.5248	17.7789	2.9583	4.0258	27.87	30.4932	1.4348	0.6721	3.4351	1.2032	127.3562	57.8684	101.8931	159.5784
ENSMUSG00000015316	NA	1	0.7814	1.5557	0.6685	1.1988	0.1922	0.236	0.4749	1.0025	0	0	1.8183	0.301	0	0	0.9889	0.3294	0	0	0	0	0	0
ENSMUSG00000015335	804	2	31.2529	42.8223	32.9072	43.0469	26.0176	30.8146	63.032	74.999	29.6666	26.6839	27.4942	29.4898	18.0768	17.7796	7.3212	3.027	8.6051	1.8734	18.7701	18.7616	33.8411	23.3076
ENSMUSG00000015337	885	2	5.511	3.0156	3.3911	9.9167	4.5652	5.5468	0.8813	0.7029	0.364	0.2001	0.3706	0.1862	0.4813	0.4249	0.9299	0.1223	0.9182	0	60.4442	37.7274	19.7064	18.0224
ENSMUSG00000015340	NA	X	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015341	414	8	26.2486	22.2195	24.0456	59.9723	64.6536	65.1532	28.4488	31.8184	38.2697	45.0124	14.8805	12.9758	31.8976	19.3772	7.6373	3.8333	3.6804	3.3178	22.8588	18.0239	3.6348	7.5147
ENSMUSG00000015342	1341	X	3.5413	3.5569	3.1113	5.6775	8.505	8.3425	1.2408	0.5184	0.4368	0.2971	6.2883	5.0136	3.939	4.066	3.5852	3.8731	1.7675	1.4182	12.4994	24.0968	29.262	28.0032
ENSMUSG00000015354	1245	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015355	723	1	5.2665	3.063	3.2735	11.6199	4.7732	4.2525	1.7621	1.7714	2.8759	1.4081	2.3651	2.4615	6.6579	4.2476	0.7788	0.3991	0.4215	0.3653	1.553	1.4869	0.4536	0.9091
ENSMUSG00000015357	1905	9	176.2303	173.9859	188.8155	94.2653	99.9455	116.9361	119.1475	114.3643	59.0636	59.7621	247.1023	246.7007	72.8763	66.0948	235.9134	232.4268	85.1213	77.8714	62.7703	65.2944	34.2702	38.7349
ENSMUSG00000015363	1131	15	32.3048	21.0866	27.3979	13.0655	7.7399	7.6984	28.7811	27.2089	5.1011	4.1485	22.285	19.203	5.838	6.3726	30.2157	30.7425	4.1914	5.652	157.2081	132.3992	56.6484	52.8067
ENSMUSG00000015365	NA	15	55.8699	49.3484	49.2658	72.7912	82.776	91.3293	60.3534	56.9266	78.6984	67.0033	10.9821	13.3128	23.4427	25.872	10.2525	8.9191	4.5979	4.7121	0.1146	0.3977	0.0055	0.0251
ENSMUSG00000015377	1758	15	20.2964	24.3541	20.9295	12.4378	19.4629	14.6672	13.9315	13.0296	15.4925	9.2657	24.7698	24.0896	46.6454	42.1387	25.9188	27.1024	39.8117	42.4619	13.0929	12.1581	6.332	6.1565
ENSMUSG00000015396	591	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015405	2418	X	0.673	0.5104	0.1097	0.5057	1.324	0.987	0	0	0.0658	0	0	0	0.0957	0	0	0	0	0	0	0.1421	0	0
ENSMUSG00000015443	NA	14	35.0512	42.5683	42.9191	12.2507	24.1698	26.1825	10.72	6.0251	4.6653	1.3629	67.5441	65.8255	34.444	38.0067	58.7363	66.4871	57.5214	59.6187	0	1.1005	0	0.352
ENSMUSG00000015461	2121	17	8.3105	6.5323	5.3607	24.7383	14.9017	14.7272	11.6085	9.8853	24.9088	21.1615	2.3413	2.4551	6.5073	6.7372	0.9189	0.6972	2.2031	0.548	13.083	20.5421	22.8032	22.4566
ENSMUSG00000015467	882	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015468	5895	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015474	909	17	9.6956	6.5591	6.281	41.9614	41.3913	37.0638	5.5203	4.0657	31.38	19.1859	1.0823	1.559	7.545	7.9979	0.953	0.7142	7.301	1.5111	20.3807	24.9745	41.5769	50.6634
ENSMUSG00000015476	921	17	0.3317	0	0	0.2907	0.3262	0.6009	0	0	0.454	0.3431	0	0	0.3302	0	0	0.2796	0.2625	0	0	0.4902	0.5982	0
ENSMUSG00000015478	543	17	7.6426	7.5293	7.1445	14.9192	12.4785	10.3251	2.5377	2.1564	4.854	2.2825	6.9884	4.8555	14.6703	14.3121	2.5525	1.7934	2.1825	0	23.4838	29.9295	45.1217	26.3878
ENSMUSG00000015484	507	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015488	516	2	6.8818	5.5022	6.0998	21.5147	13.4577	11.6165	6.4999	5.8858	6.5269	9.1788	2.2698	2.1716	0.9907	3.0365	2.2664	2.0271	2.5592	1.9453	52.2229	50.6135	61.3162	59.868
ENSMUSG00000015501	7293	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015522	2331	3	9.7414	6.7633	5.4221	26.3611	19.9978	17.3875	4.0269	3.9579	7.457	7.0979	3.697	3.8422	8.6417	9.1267	1.6953	1.351	3.1779	1.4675	16.3369	22.0901	23.7336	25.3394
ENSMUSG00000015533	NA	13	5.4073	8.2809	5.0493	0.7293	1.812	1.4354	2.0222	0.9148	1.5456	0.5533	12.1024	9.7955	15.5604	9.0528	2.9477	1.9036	2.3514	2.7882	81.759	72.3704	230.8363	211.0581
ENSMUSG00000015536	267	13	28.8973	17.4334	12.4565	26.2537	17.4988	13.8702	14.3226	17.5253	14.2833	13.1239	6.6163	8.962	5.3062	3.7384	3.0395	1.7718	2.6732	0.4634	95.5359	80.654	33.3382	29.8272
ENSMUSG00000015542	726	11	86.0965	117.9462	127.7431	96.8113	112.5767	102.0653	111.4113	112.7977	226.5014	168.1542	102.0528	96.7824	257.4701	244.1321	163.7062	185.4084	339.3009	421.2527	165.591	121.1593	164.6744	113.4085
ENSMUSG00000015568	1424	8	3.2448	6.9384	3.8209	21.0967	33.1603	32.4591	0.1461	0.1028	0.5347	0.0311	0.2467	0.5786	1.047	1.1003	0.4258	0.2533	0.2378	0	0.6195	0.5773	0.3658	5.7235
ENSMUSG00000015575	246	17	72.1747	36.0088	35.5078	310.2574	206.4942	160.4811	30.2271	24.3941	129.8815	129.7329	14.8543	9.9139	53.8545	65.7305	12.853	4.3986	59.4617	12.0262	598.2363	477.0998	535.0051	653.89
ENSMUSG00000015597	6714	17	69.8728	57.3731	49.5871	34.6369	48.2195	52.0461	135.4677	126.9235	41.7355	34.683	47.9703	48.6791	21.1457	15.6819	20.8502	20.2148	9.4202	7.2269	2.9395	8.906	3.9809	4.7802
ENSMUSG00000015599	3927	17	24.393	20.634	15.359	1.6618	1.8433	1.908	26.9926	15.8963	5.8318	2.4347	24.9034	20.3515	8.7974	3.8782	43.1365	64.21	1.8538	2.3273	0.8169	1.7391	0.1228	0.1562
ENSMUSG00000015605	1515	17	12.7926	15.8918	16.5722	9.333	8.5838	8.6804	7.3622	5.0479	17.5328	14.0827	19.7288	19.4043	34.8382	23.9937	6.4612	2.7855	2.0338	1.0113	14.4518	15.1517	5.6667	5.8424
ENSMUSG00000015619	1332	2	0.3212	0.341	0.3664	0.7321	1.7694	0.9892	0.3123	0.2198	1.1213	1.1299	0.3517	0.2474	2.5905	2.0232	0.4552	0.5686	1.5507	0.8329	49.3119	61.2424	534.6339	409.9905
ENSMUSG00000015647	11157	2	2.3347	1.3991	1.8383	1.3365	0.6941	0.9522	1.4241	1.289	0.3459	0.2704	0.7155	0.7919	0.3643	0.536	0.4674	0.2717	0.1862	0.2259	1.0941	2.4208	0.601	1.499
ENSMUSG00000015652	1020	5	1.5519	0.835	0.9568	1.5811	1.6092	1.9251	1.5039	1.2197	1.4643	1.6057	1.332	1.1955	1.4617	0.7373	0.2123	0.3182	0.4647	0.4661	3.0665	3.9058	2.6858	7.1312
ENSMUSG00000015653	1470	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015656	1941	9	34.0766	26.1828	20.4647	78.2569	61.6218	53.7364	13.3012	14.6855	25.8005	28.4603	4.5738	5.722	12.9267	17.6622	4.4406	2.1927	12.4381	7.9475	350.8781	285.1009	473.1107	326.3006
ENSMUSG00000015659	1965	17	11.9967	11.0677	11.9451	7.921	8.3957	10.0059	12.1331	12.9233	9.7172	9.0781	12.9816	11.7907	9.8422	11.3864	9.5002	8.5719	7.6336	5.9416	3.3467	3.0572	1.2567	1.6725
ENSMUSG00000015668	423	X	16.7896	11.6788	10.7287	79.2666	65.9643	54.2997	1.2908	0.7785	7.0618	2.6161	1.6059	1.0129	7.1501	6.0747	7.0652	1.0232	28.577	11.9897	183.5299	115.41	257.0467	267.4677
ENSMUSG00000015671	705	13	94.5476	69.0257	71.0519	255.3554	223.9204	212.7032	76.376	85.639	265.8988	277.2618	18.6063	20.1014	56.617	41.071	15.2978	4.6556	55.0887	16.8604	436.3764	305.6869	328.7059	292.8678
ENSMUSG00000015672	564	13	62.4299	63.6293	74.8416	67.5628	60.4424	71.6004	63.4315	66.5	78.1994	80.1303	85.3483	97.3513	51.6623	42.6711	15.1288	6.2672	16.6899	10.2099	102.6668	72.206	64.4783	72.0205
ENSMUSG00000015697	3927	3	28.5112	19.8676	23.082	39.3581	39.9853	42.4952	36.0365	40.7656	54.4775	54.9946	8.822	9.8694	15.1542	14.6668	3.5294	2.9115	5.5787	2.9865	14.8268	17.5039	12.7485	12.977
ENSMUSG00000015702	186	3	4.2866	3.1181	3.0088	17.741	11.9608	12.4952	0.3256	0.1058	1.185	0.4691	0.677	0.4763	4.1039	3.502	1.836	0.556	5.8717	1.6795	2.0861	2.0713	1.5426	2.7861
ENSMUSG00000015709	2106	7	1.8666	1.8168	1.6039	2.5745	5.3128	5.2154	0.2269	0.1277	0.477	0.1545	0.5859	0.5176	2.2551	1.3125	0.9575	0.9232	1.9501	1.6288	0	0.0368	0	0.0765
ENSMUSG00000015711	1365	3	12.4745	10.4414	8.8481	21.1843	20.3492	19.2497	5.1237	5.415	5.9001	4.9939	6.5725	6.6155	12.7016	10.3767	5.8068	3.6993	6.4247	4.9927	16.8625	21.5884	24.3237	20.5448
ENSMUSG00000015714	1143	3	23.3566	13.0159	11.207	80.6217	53.1688	53.8433	5.6184	4.5779	5.6112	3.253	1.7419	1.6724	3.4288	3.9479	2.3494	0.7889	4.651	2.1723	135.841	149.1004	166.4225	174.9281
ENSMUSG00000015721	NA	7	0.9875	0.9192	2.2673	0.1012	0.3154	0.5886	0.6625	0.3839	0.3336	0.1061	1.9871	1.2942	1.2131	0.62	1.7787	2.7138	0.4567	0.681	0	0.019	0.0058	0
ENSMUSG00000015733	861	6	66.3138	36.074	43.0575	101.3747	96.426	91.948	40.4522	43.5866	68.994	66.3959	22.5284	21.9066	27.9398	22.3043	14.7774	11.7752	17.5276	9.4782	170.7778	145.8154	107.5823	147.4357
ENSMUSG00000015745	1203	3	19.7702	22.0746	27.1036	8.3447	8.4377	5.2221	20.0665	17.5948	2.7209	1.0462	33.4275	31.1573	8.0545	4.546	93.3681	85.4525	4.1394	3.1861	2.0262	4.1745	0.2201	0.5357
ENSMUSG00000015747	1713	3	15.8095	14.1875	14.7991	18.7417	17.1242	17.6769	18.7142	23.027	17.5749	16.2792	7.179	8.8885	6.217	9.3662	9.7852	8.5696	3.7754	1.5729	60.255	46.0337	44.3731	56.7361
ENSMUSG00000015748	2052	3	11.363	11.0412	8.9178	22.0243	27.2368	26.2899	19.3603	22.1295	55.9885	51.5766	3.025	3.7261	12.2482	13.1944	1.7097	1.2656	3.2672	2.8062	9.1846	8.1665	12.1375	9.289
ENSMUSG00000015749	783	3	13.6053	9.4276	6.1388	92.1587	109.2189	98.7269	1.7599	1.4954	14.8486	8.6493	0.9573	0.5472	8.4871	8.9648	3.8168	1.1055	25.4275	8.0965	69.2399	64.2862	272.4805	198.6093
ENSMUSG00000015750	798	3	1.2867	1.2808	1.3453	5.1229	2.637	3.9176	0.2281	0.4127	0.3303	0.4992	0.0587	0.0413	0.1068	0.2356	0.3257	0.1356	0.1697	0	14.5726	14.0261	22.4834	16.528
ENSMUSG00000015755	2082	10	7.11	3.791	4.383	6.431	6.1047	6.0683	3.559	2.8472	4.0229	1.5945	3.9828	3.1659	2.7622	1.4449	2.2676	1.5245	0.7481	0.5329	17.912	35.0199	12.4074	19.0048
